Taxonomy,Taxon_ID,target.gene,BRC.ID,Superclass,Class,Subclass,Gene_Name,EC.number,Accession,Alt.Locus.Tag,Feature.ID,Feature.Type,Start,End,Length.1,Strand.x,FIGfam.ID,PATRIC.genus.specific.families..PLfams.,PATRIC.cross.genus.families..PGfams.,Protein.ID,AA.Length,Patric_Product,GO
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0715,fig|83332.111.peg.792,Protein Processing,Protein Synthesis,Ribosome biogenesis,rplX,,CP003248,VBIMycTub226894_0792,PATRIC.83332.111.CP003248.CDS.811745.812062.fwd,CDS,811745,812062,318,+,FIG00000198,PLF_1763_00051452,PGF_00016377,AFN48588.1,105,LSU ribosomal protein L24p (L26e),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1015c,fig|83332.111.peg.1125,Protein Synthesis,Protein Synthesis,Ribosome biogenesis,rplY,,CP003248,VBIMycTub226894_1125,PATRIC.83332.111.CP003248.CDS.1133925.1134572.rev,CDS,1133925,1134572,648,-,FIG00001896,PLF_1763_00001775,PGF_07051332,AFN48905.1,215,LSU ribosomal protein L25p,GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation;GO:0008097|5S rRNA binding
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2441c,fig|83332.111.peg.2733,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpmA,,CP003248,VBIMycTub226894_2733,PATRIC.83332.111.CP003248.CDS.2739782.2740042.rev,CDS,2739782,2740042,261,-,FIG00000189,PLF_1763_00000701,PGF_00016385,AFN50407.1,86,LSU ribosomal protein L27p,GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2975A,fig|83332.111.peg.3317,Protein Processing,Protein Synthesis,Ribosome biogenesis,,,CP003248,VBIMycTub226894_3317,PATRIC.83332.111.CP003248.CDS.3331864.3332058.fwd,CDS,3331864,3332058,195,+,FIG00000266,PLF_1763_00001242,PGF_00016387,AFN50960.1,64,"LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-dependent",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0105c,fig|83332.111.peg.119,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpmB1,,CP003248,VBIMycTub226894_0119,PATRIC.83332.111.CP003248.CDS.123977.124261.rev,CDS,123977,124261,285,-,FIG00000266,PLF_1763_00003468,PGF_03278866,AFN47952.1,94,"LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2058c,fig|83332.111.peg.2295,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpmB2,,CP003248,VBIMycTub226894_2295,PATRIC.83332.111.CP003248.CDS.2314833.2315069.rev,CDS,2314833,2315069,237,-,FIG00000266,PLF_1763_00001486,PGF_03278866,AFN49999.1,78,"LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0709,fig|83332.111.peg.785,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpmC,,CP003248,VBIMycTub226894_0785,PATRIC.83332.111.CP003248.CDS.805529.805762.fwd,CDS,805529,805762,234,+,FIG00015729,PLF_1763_00000943,PGF_02899131,AFN48582.1,77,LSU ribosomal protein L29p (L35e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0704,fig|83332.111.peg.780,Protein Processing,Protein Synthesis,Ribosome biogenesis,rplB,,CP003248,VBIMycTub226894_0780,PATRIC.83332.111.CP003248.CDS.802531.803373.fwd,CDS,802531,803373,843,+,FIG00000223,PLF_1763_00000702,PGF_00016393,AFN48577.1,280,LSU ribosomal protein L2p (L8e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0722,fig|83332.111.peg.799,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpmD,,CP003248,VBIMycTub226894_0799,PATRIC.83332.111.CP003248.CDS.814996.815193.fwd,CDS,814996,815193,198,+,FIG00000409,PLF_1763_00001089,PGF_00016395,AFN48595.1,65,LSU ribosomal protein L30p (L7e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1298,fig|83332.111.peg.1451,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpmE,,CP003248,VBIMycTub226894_1451,PATRIC.83332.111.CP003248.CDS.1455268.1455411.fwd,CDS,1455268,1455411,144,+,FIG00000092,PLF_1763_00001225,PGF_05770273,AFN49204.1,47,"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-dependent",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0979A,fig|83332.111.peg.1087,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpmF,,CP003248,VBIMycTub226894_1087,PATRIC.83332.111.CP003248.CDS.1094890.1095063.fwd,CDS,1094890,1095063,174,+,FIG00006632,PLF_1763_00001342,PGF_04792416,AFN48868.1,57,"LSU ribosomal protein L32p @ LSU ribosomal protein L32p, zinc-independent",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0634B,fig|83332.111.peg.705,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpmG2,,CP003248,VBIMycTub226894_0705,PATRIC.83332.111.CP003248.CDS.731715.731882.fwd,CDS,731715,731882,168,+,FIG01956152,PLF_1763_00001090,PGF_06609275,AFN48504.1,55,"LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-dependent",GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2057c,fig|83332.111.peg.2294,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpmG1,,CP003248,VBIMycTub226894_2294,PATRIC.83332.111.CP003248.CDS.2314669.2314833.rev,CDS,2314669,2314833,165,-,FIG01956151,PLF_1763_00381221,PGF_00016416,AFN49998.1,54,"LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent",GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1642,fig|83332.111.peg.1827,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpmI,,CP003248,VBIMycTub226894_1827,PATRIC.83332.111.CP003248.CDS.1852935.1853129.fwd,CDS,1852935,1853129,195,+,FIG00000259,PLF_1763_00001258,PGF_03818138,AFN49562.1,64,LSU ribosomal protein L35p,GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0701,fig|83332.111.peg.777,Protein Processing,Protein Synthesis,Ribosome biogenesis,rplC,,CP003248,VBIMycTub226894_0777,PATRIC.83332.111.CP003248.CDS.800812.801465.fwd,CDS,800812,801465,654,+,FIG00001818,PLF_1763_00000575,PGF_00016431,AFN48574.1,217,LSU ribosomal protein L3p (L3e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0702,fig|83332.111.peg.778,Protein Processing,Protein Synthesis,Ribosome biogenesis,rplD,,CP003248,VBIMycTub226894_0778,PATRIC.83332.111.CP003248.CDS.801465.802136.fwd,CDS,801465,802136,672,+,FIG00000263,PLF_1763_00000744,PGF_04512522,AFN48575.1,223,LSU ribosomal protein L4p (L1e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0716,fig|83332.111.peg.793,Protein Processing,Protein Synthesis,Ribosome biogenesis,rplE,,CP003248,VBIMycTub226894_0793,PATRIC.83332.111.CP003248.CDS.812062.812625.fwd,CDS,812062,812625,564,+,FIG00000174,PLF_1763_00000745,PGF_00016443,AFN48589.1,187,LSU ribosomal protein L5p (L11e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0719,fig|83332.111.peg.796,Protein Processing,Protein Synthesis,Ribosome biogenesis,rplF,,CP003248,VBIMycTub226894_0796,PATRIC.83332.111.CP003248.CDS.813401.813940.fwd,CDS,813401,813940,540,+,FIG00001577,PLF_1763_00000810,PGF_00016444,AFN48592.1,179,LSU ribosomal protein L6p (L9e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0652,fig|83332.111.peg.724,Protein Processing,Protein Synthesis,Ribosome biogenesis,rplL,,CP003248,VBIMycTub226894_0724,PATRIC.83332.111.CP003248.CDS.748852.749244.fwd,CDS,748852,749244,393,+,FIG00000141,PLF_1763_00000385,PGF_00016445,AFN48522.1,130,LSU ribosomal protein L7p/L12p (P1/P2),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0056,fig|83332.111.peg.62,Protein Processing,Protein Synthesis,Ribosome biogenesis,rplI,,CP003248,VBIMycTub226894_0062,PATRIC.83332.111.CP003248.CDS.59406.59864.fwd,CDS,59406,59864,459,+,FIG00000205,PLF_1763_00000997,PGF_00016452,AFN47899.1,152,LSU ribosomal protein L9p,GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3420c,fig|83332.111.peg.3810,,Protein Synthesis,Ribosome biogenesis,rimI,2.3.1.255; 2.3.1.258,CP003248,VBIMycTub226894_3810,PATRIC.83332.111.CP003248.CDS.3838766.3839242.rev,CDS,3838766,3839242,477,-,FIG00122145,PLF_1763_00001783,PGF_01366266,AFN51435.1,158,Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128),GO:0008999|ribosomal-protein-alanine N-acetyltransferase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0079,fig|83332.111.peg.92,Protein Processing,Protein Synthesis,Ribosome biogenesis,,,CP003248,VBIMycTub226894_0092,PATRIC.83332.111.CP003248.CDS.88201.89022.fwd,CDS,88201,89022,822,+,FIG00820893,PLF_1763_00003168,PGF_00048914,AFN47925.1,273,Ribosome hibernation promoting factor Hpf,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3241c,fig|83332.111.peg.3619,Protein Processing,Protein Synthesis,Ribosome biogenesis,,,CP003248,VBIMycTub226894_3619,PATRIC.83332.111.CP003248.CDS.3620607.3621251.rev,CDS,3620607,3621251,645,-,FIG00001306,PLF_1763_00001381,PGF_01382519,AFN51246.1,214,Ribosome hibernation promoting factor Hpf,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2725c,fig|83332.111.peg.3030,Protein Processing,Protein Synthesis,Ribosome biogenesis,hflX,,CP003248,VBIMycTub226894_3030,PATRIC.83332.111.CP003248.CDS.3037437.3038867.rev,CDS,3037437,3038867,1431,-,FIG00000304,PLF_1763_00000638,PGF_00007028,AFN50698.1,476,Ribosome LSU-associated GTP-binding protein HflX,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3228,fig|83332.111.peg.3606,Protein Processing,Protein Synthesis,Ribosome biogenesis,,,CP003248,VBIMycTub226894_3606,PATRIC.83332.111.CP003248.CDS.3604723.3605715.fwd,CDS,3604723,3605715,993,+,FIG00000464,PLF_1763_00000433,PGF_00048928,AFN51233.1,330,Ribosome small subunit biogenesis RbfA-release protein RsgA,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0700,fig|83332.111.peg.776,Protein Synthesis,Protein Synthesis,Ribosome biogenesis,rpsJ,,CP003248,VBIMycTub226894_0776,PATRIC.83332.111.CP003248.CDS.800490.800795.fwd,CDS,800490,800795,306,+,FIG00001107,PLF_1763_00000951,PGF_00049828,AFN48573.1,101,SSU ribosomal protein S10p (S20e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3459c,fig|83332.111.peg.3854,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpsK,,CP003248,VBIMycTub226894_3854,PATRIC.83332.111.CP003248.CDS.3879452.3879871.rev,CDS,3879452,3879871,420,-,FIG00055673,PLF_1763_00001007,PGF_00049837,AFN51477.1,139,SSU ribosomal protein S11p (S14e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0682,fig|83332.111.peg.757,Protein Synthesis,Protein Synthesis,Ribosome biogenesis,rpsL,,CP003248,VBIMycTub226894_0757,PATRIC.83332.111.CP003248.CDS.781563.781937.fwd,CDS,781563,781937,375,+,FIG00000203,PLF_1763_00000580,PGF_06941403,AFN48554.1,124,SSU ribosomal protein S12p (S23e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3460c,fig|83332.111.peg.3855,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpsM,,CP003248,VBIMycTub226894_3855,PATRIC.83332.111.CP003248.CDS.3879875.3880249.rev,CDS,3879875,3880249,375,-,FIG00000160,PLF_1763_00000710,PGF_00049840,AFN51478.1,124,SSU ribosomal protein S13p (S18e),GO:0003723|RNA binding;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0717,fig|83332.111.peg.794,Protein Synthesis,Protein Synthesis,Ribosome biogenesis,rpsN1,,CP003248,VBIMycTub226894_0794,PATRIC.83332.111.CP003248.CDS.812630.812815.fwd,CDS,812630,812815,186,+,FIG01306462,PLF_1763_00001218,PGF_00049842,AFN48590.1,61,"SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-dependent",GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2056c,fig|83332.111.peg.2293,Protein Synthesis,Protein Synthesis,Ribosome biogenesis,rpsN2,,CP003248,VBIMycTub226894_2293,PATRIC.83332.111.CP003248.CDS.2314362.2314667.rev,CDS,2314362,2314667,306,-,FIG00000066,PLF_1763_00001574,PGF_00049844,AFN49997.1,101,"SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent",GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2785c,fig|83332.111.peg.3098,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpsO,,CP003248,VBIMycTub226894_3098,PATRIC.83332.111.CP003248.CDS.3093489.3093758.rev,CDS,3093489,3093758,270,-,FIG00000144,PLF_1763_00001123,PGF_00049847,AFN50760.1,89,SSU ribosomal protein S15p (S13e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2909c,fig|83332.111.peg.3238,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpsP,,CP003248,VBIMycTub226894_3238,PATRIC.83332.111.CP003248.CDS.3217165.3217653.rev,CDS,3217165,3217653,489,-,FIG00000193,PLF_1763_00001042,PGF_00178044,AFN50891.1,162,SSU ribosomal protein S16p,GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0710,fig|83332.111.peg.786,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpsQ,,CP003248,VBIMycTub226894_0786,PATRIC.83332.111.CP003248.CDS.805801.806169.fwd,CDS,805801,806169,369,+,FIG00000181,PLF_1763_00001008,PGF_00049854,AFN48583.1,122,SSU ribosomal protein S17p (S11e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0055,fig|83332.111.peg.61,Protein Synthesis,Protein Synthesis,Ribosome biogenesis,rpsR1,,CP003248,VBIMycTub226894_0061,PATRIC.83332.111.CP003248.CDS.59119.59373.fwd,CDS,59119,59373,255,+,FIG01306972,PLF_1763_00001262,PGF_06948903,AFN47898.1,84,"SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-dependent",GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2055c,fig|83332.111.peg.2292,Protein Synthesis,Protein Synthesis,Ribosome biogenesis,rpsR2,,CP003248,VBIMycTub226894_2292,PATRIC.83332.111.CP003248.CDS.2314095.2314361.rev,CDS,2314095,2314361,267,-,FIG00000127,PLF_1763_00217875,PGF_00049858,AFN49996.1,88,"SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent",GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0705,fig|83332.111.peg.781,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpsS,,CP003248,VBIMycTub226894_0781,PATRIC.83332.111.CP003248.CDS.803414.803695.fwd,CDS,803414,803695,282,+,FIG00000199,PLF_1763_00000650,PGF_00049860,AFN48578.1,93,SSU ribosomal protein S19p (S15e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1630,fig|83332.111.peg.1810,Protein Synthesis,Protein Synthesis,Ribosome biogenesis,rpsA,,CP003248,VBIMycTub226894_1810,PATRIC.83332.111.CP003248.CDS.1833549.1834994.fwd,CDS,1833549,1834994,1446,+,FIG00000210,PLF_1763_00000817,PGF_09939762,AFN49548.1,481,SSU ribosomal protein S1p,GO:0003723|RNA binding
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2412,fig|83332.111.peg.2696,Protein Synthesis,Protein Synthesis,Ribosome biogenesis,rpsT,,CP003248,VBIMycTub226894_2696,PATRIC.83332.111.CP003248.CDS.2710085.2710345.fwd,CDS,2710085,2710345,261,+,FIG00000213,PLF_1763_00001124,PGF_02454577,AFN50377.1,86,SSU ribosomal protein S20p,GO:0003723|RNA binding;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2890c,fig|83332.111.peg.3216,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpsB,,CP003248,VBIMycTub226894_3216,PATRIC.83332.111.CP003248.CDS.3199129.3199992.rev,CDS,3199129,3199992,864,-,FIG00037273,PLF_1763_00000753,PGF_04505269,AFN50872.1,287,SSU ribosomal protein S2p (SAe),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0707,fig|83332.111.peg.783,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpsC,,CP003248,VBIMycTub226894_0783,PATRIC.83332.111.CP003248.CDS.804285.805109.fwd,CDS,804285,805109,825,+,FIG00000218,PLF_1763_00001511,PGF_00049889,AFN48580.1,274,SSU ribosomal protein S3p (S3e),GO:0003676|nucleic acid binding;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3458c,fig|83332.111.peg.3853,Protein Synthesis,Protein Synthesis,Ribosome biogenesis,rpsD,,CP003248,VBIMycTub226894_3853,PATRIC.83332.111.CP003248.CDS.3878838.3879443.rev,CDS,3878838,3879443,606,-,FIG00000148,PLF_1763_00001298,PGF_00049893,AFN51476.1,201,"SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-independent",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0721,fig|83332.111.peg.798,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpsE,,CP003248,VBIMycTub226894_0798,PATRIC.83332.111.CP003248.CDS.814331.814993.fwd,CDS,814331,814993,663,+,FIG00000155,PLF_1763_00000676,PGF_00049896,AFN48594.1,220,SSU ribosomal protein S5p (S2e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0053,fig|83332.111.peg.59,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpsF,,CP003248,VBIMycTub226894_0059,PATRIC.83332.111.CP003248.CDS.58189.58479.fwd,CDS,58189,58479,291,+,FIG00000170,PLF_1763_00001043,PGF_00049901,AFN47896.1,96,SSU ribosomal protein S6p,GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0683,fig|83332.111.peg.758,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpsG,,CP003248,VBIMycTub226894_0758,PATRIC.83332.111.CP003248.CDS.781937.782407.fwd,CDS,781937,782407,471,+,FIG00000209,PLF_1763_00356608,PGF_00049904,AFN48555.1,156,SSU ribosomal protein S7p (S5e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0718,fig|83332.111.peg.795,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpsH,,CP003248,VBIMycTub226894_0795,PATRIC.83332.111.CP003248.CDS.812979.813377.fwd,CDS,812979,813377,399,+,FIG00000153,PLF_1763_00000754,PGF_00049906,AFN48591.1,132,SSU ribosomal protein S8p (S15Ae),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3442c,fig|83332.111.peg.3837,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpsI,,CP003248,VBIMycTub226894_3837,PATRIC.83332.111.CP003248.CDS.3861675.3862130.rev,CDS,3861675,3862130,456,-,FIG00001110,PLF_1763_00000846,PGF_00049909,AFN51460.1,151,SSU ribosomal protein S9p (S16e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1010,fig|83332.111.peg.1121,Protein Processing,Protein Synthesis,Ribosome biogenesis,ksgA,2.1.1.182,CP003248,VBIMycTub226894_1121,PATRIC.83332.111.CP003248.CDS.1129156.1130109.fwd,CDS,1129156,1130109,954,+,FIG01958812,PLF_1763_00001006,PGF_00049827,AFN48900.1,317,SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182),
Mycobacterium tuberculosis H37Rv ,83332,RVBD_3924c,,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpmH,,,,,,,,,,,,,,,,
Mycobacterium tuberculosis H37Rv ,83332,RVBD_3461c,,Protein Processing,Protein Synthesis,Ribosome biogenesis,rpmJ,,,,,,,,,,,,,,,,
Mycobacterium tuberculosis H37Rv ,83332,RVBD_0979.1c,,,Protein Synthesis,Ribosome biogenesis,,,,,,,,,,,,,,,,,
Mycobacterium tuberculosis H37Rv ,83332,RVBD_6018,,,Protein Synthesis,Ribosome biogenesis,,,,,,,,,,,,,,,,,
Mycobacterium tuberculosis H37Rv ,83332,RVBD_6019,,,Protein Synthesis,Ribosome biogenesis,,,,,,,,,,,,,,,,,
Mycobacterium tuberculosis H37Rv ,83332,RVBD_6020,,,Protein Synthesis,Ribosome biogenesis,,,,,,,,,,,,,,,,,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3220c,fig|83332.111.peg.3596,,RNA Processing,Ribosome biogenesis,,2.7.13.3,CP003248,VBIMycTub226894_3596,PATRIC.83332.111.CP003248.CDS.3596026.3597531.rev,CDS,3596026,3597531,1506,-,FIG00638284,PLF_1763_00030758,PGF_01049669,AFN51222.1,501,"Signal transduction histidine kinase, subgroup 2",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3919c,fig|83332.111.peg.4365,,RNA Processing,RNA processing and modification,gid,2.1.1.-,CP003248,VBIMycTub226894_4365,PATRIC.83332.111.CP003248.CDS.4407705.4408379.rev,CDS,4407705,4408379,675,-,FIG01089612,PLF_1763_00009708,PGF_00008838,AFN51949.1,224,16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1694,fig|83332.111.peg.1882,,RNA Processing,RNA processing and modification,tlyA,2.1.1.226; 2.1.1.227,CP003248,VBIMycTub226894_1882,PATRIC.83332.111.CP003248.CDS.1917947.1918753.fwd,CDS,1917947,1918753,807,+,FIG00001125,PLF_1763_00001017,PGF_00415308,AFN49615.1,268,23S rRNA (cytidine(1920)-2'-O)-methyltransferase (EC 2.1.1.226) @ 16S rRNA (cytidine(1409)-2'-O)-methyltransferase (EC 2.1.1.227),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2689c,fig|83332.111.peg.2995,,RNA Processing,RNA processing and modification,,,CP003248,VBIMycTub226894_2995,PATRIC.83332.111.CP003248.CDS.3005855.3007072.rev,CDS,3005855,3007072,1218,-,FIG01304282,PLF_1763_00000295,PGF_07941512,AFN50662.1,405,23S rRNA (uracil(1939)-C(5))-methyltransferase (EC 2.1.1.190),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2511,fig|83332.111.peg.2808,RNA Processing,RNA Processing,RNA processing and modification,orn,3.1.15.-,CP003248,VBIMycTub226894_2808,PATRIC.83332.111.CP003248.CDS.2827167.2827814.fwd,CDS,2827167,2827814,648,+,FIG00001097,PLF_1763_00000981,PGF_00416576,AFN50479.1,215,3'-to-5' oligoribonuclease (orn),
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3211,fig|83332.111.peg.3586,,RNA Processing,RNA processing and modification,rhlE,,CP003248,VBIMycTub226894_3586,PATRIC.83332.111.CP003248.CDS.3587794.3589377.fwd,CDS,3587794,3589377,1584,+,FIG01121467,PLF_1763_00001420,PGF_00017265,AFN51212.1,527,ATP-dependent RNA helicase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3907c,fig|83332.111.peg.4351,RNA Processing,RNA Processing,RNA processing and modification,pcnA,,CP003248,VBIMycTub226894_4351,PATRIC.83332.111.CP003248.CDS.4391809.4393251.rev,CDS,4391809,4393251,1443,-,FIG00000289,PLF_1763_00366492,PGF_08398205,AFN51937.1,480,CCA tRNA nucleotidyltransferase (EC 2.7.7.72),GO:0001680|tRNA 3'-terminal CCA addition;GO:0001680|CTP:tRNA cytidylyltransferase activity;GO:0001680|CTP:3'-cytidine-tRNA cytidylyltransferase activity;GO:0001680|ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity
